Date,Open,High,Low,Close,Adj Close,Volume
2019-07-03,265.140015,269.160004,265.140015,269.140015,253.338043,986500
2019-07-05,268.200012,268.609985,266.269989,268.250000,252.500275,1081500
2019-07-08,268.329987,269.690002,267.350006,269.399994,253.582703,1236000
2019-07-09,269.359985,270.779999,268.489990,269.970001,254.119247,1400300
2019-07-10,270.049988,271.529999,269.339996,271.420013,255.484177,1257000
2019-07-11,272.329987,276.769989,271.809998,276.540009,260.303497,1985600
2019-07-12,276.500000,280.000000,276.010010,279.440002,263.033264,2046400
2019-07-15,279.940002,280.700012,278.899994,280.579987,264.106354,1568000
2019-07-16,281.000000,281.369995,279.779999,280.649994,264.172180,1379200
2019-07-17,281.049988,282.850006,280.220001,281.559998,265.028809,1716600
2019-07-18,282.200012,283.059998,279.190002,282.910004,266.299561,1696100
2019-07-19,283.070007,284.309998,281.350006,281.510010,264.981659,1607600
2019-07-22,281.220001,282.320007,279.320007,280.170013,263.720398,1459100
2019-07-23,281.850006,282.079987,279.019989,280.100006,263.654602,1117800
2019-07-24,279.829987,281.239990,279.010010,280.829987,264.341675,1257100
2019-07-25,281.200012,281.940002,279.339996,279.799988,263.372101,1600200
2019-07-26,279.799988,281.769989,279.119995,281.369995,264.849915,1447700
2019-07-29,281.010010,281.299988,279.540009,280.130005,263.682770,1257400
2019-07-30,280.269989,280.570007,279.100006,279.500000,263.089722,978200
2019-07-31,279.019989,279.720001,272.630005,275.630005,259.446991,1886900
2019-08-01,275.750000,280.929993,274.309998,274.570007,258.449188,2634300
2019-08-02,274.299988,274.940002,270.500000,272.500000,256.500763,1969200
2019-08-05,270.089996,270.549988,262.709991,265.100006,249.535202,3329800
2019-08-06,266.470001,270.230011,264.049988,269.309998,253.498016,2383000
2019-08-07,268.179993,274.859985,263.589996,274.299988,258.195068,3037500
2019-08-08,273.040009,274.839996,271.000000,274.799988,258.665680,2046700
2019-08-09,274.579987,275.470001,271.910004,273.940002,257.856201,1284300
2019-08-12,274.029999,274.980011,269.299988,271.309998,255.380600,1638600
2019-08-13,271.179993,278.160004,270.010010,276.260010,260.040039,1724600
2019-08-14,274.000000,275.359985,268.000000,268.149994,252.406097,2122100
2019-08-15,270.529999,272.970001,268.769989,271.519989,255.578278,1623200
2019-08-16,274.100006,276.070007,273.440002,274.100006,258.006744,1230800
2019-08-19,276.410004,277.380005,274.549988,275.609985,259.428101,1313400
2019-08-20,276.279999,276.359985,272.850006,272.970001,256.943115,1390600
2019-08-21,275.410004,276.540009,274.700012,275.679993,259.493988,1682300
2019-08-22,277.010010,280.989990,276.869995,279.920013,263.485077,2345500
2019-08-23,278.209991,280.130005,272.700012,274.010010,257.922089,1984300
2019-08-26,275.750000,278.529999,275.690002,278.459991,262.110809,1426400
2019-08-27,281.000000,293.440002,280.339996,292.380005,275.213470,5169000
2019-08-28,293.750000,299.950012,292.420013,294.489990,277.199615,5162100
2019-08-29,297.480011,297.730011,292.760010,296.570007,279.775024,2613100
2019-08-30,298.000000,298.279999,292.829987,294.760010,278.067535,1801000
2019-09-03,292.570007,294.000000,290.459991,292.049988,275.510956,1842900
2019-09-04,294.000000,296.299988,293.769989,296.119995,279.350525,1375700
2019-09-05,298.429993,299.709991,296.679993,296.970001,280.152344,1865300
2019-09-06,299.200012,304.640015,298.290009,303.760010,286.557861,3018100
2019-09-09,304.500000,307.339996,298.209991,299.000000,282.067413,3397200
2019-09-10,297.380005,298.250000,294.579987,297.000000,280.180725,2725000
2019-09-11,294.299988,295.739990,287.809998,290.690002,274.227997,4754700
2019-09-12,290.339996,292.750000,288.679993,289.890015,273.473328,2942600
2019-09-13,290.200012,294.070007,289.850006,291.899994,275.369476,2306300
2019-09-16,290.570007,291.380005,288.339996,288.690002,272.341278,1508900
2019-09-17,289.559998,291.790009,288.690002,291.410004,274.907257,1758900
2019-09-18,290.700012,293.570007,288.799988,292.429993,275.869537,1666000
2019-09-19,289.489990,289.760010,284.709991,287.829987,271.529999,3004700
2019-09-20,288.750000,289.410004,286.140015,286.359985,270.143158,3409500
2019-09-23,286.359985,288.130005,285.750000,287.570007,271.284698,2025400
2019-09-24,289.299988,292.619995,286.399994,287.910004,271.605499,2483200
2019-09-25,288.260010,289.679993,286.869995,288.510010,272.171448,1827800
2019-09-26,289.429993,289.809998,286.600006,288.260010,271.935699,1877300
2019-09-27,289.529999,289.529999,284.399994,285.950012,269.756531,1538100
2019-09-30,287.700012,288.619995,286.570007,288.109985,271.794067,2151500
2019-10-01,288.040009,288.679993,283.179993,283.929993,267.850830,2648900
2019-10-02,283.230011,285.790009,282.220001,285.109985,268.963989,2480600
2019-10-03,285.390015,290.859985,281.600006,289.000000,272.633698,3590200
2019-10-04,287.850006,291.950012,283.320007,291.670013,275.152466,4513300
2019-10-07,291.040009,295.690002,290.500000,293.410004,276.793945,1988700
2019-10-08,292.950012,295.579987,290.450012,291.890015,275.360107,2201100
2019-10-09,293.109985,298.570007,293.109985,296.899994,280.086304,2235500
2019-10-10,298.630005,299.480011,296.260010,297.140015,280.312775,1637500
2019-10-11,298.070007,300.760010,297.359985,297.600006,280.746735,1855500
2019-10-14,298.000000,300.339996,297.500000,297.519989,280.671204,1297600
2019-10-15,298.320007,299.640015,297.230011,298.390015,281.492004,1580700
2019-10-16,296.799988,298.970001,295.079987,298.779999,281.859894,1811100
2019-10-17,298.850006,302.609985,298.850006,302.399994,285.274902,1734600
2019-10-18,302.000000,304.000000,300.980011,302.859985,285.708832,1853900
2019-10-21,303.000000,303.510010,300.170013,301.079987,284.029572,1322900
2019-10-22,301.609985,304.880005,299.950012,299.970001,282.982483,1955600
2019-10-23,299.579987,300.049988,297.179993,297.320007,280.482605,1798700
2019-10-24,295.049988,298.279999,294.559998,297.049988,280.227844,2056700
2019-10-25,295.519989,297.250000,295.109985,296.500000,279.708984,1686200
2019-10-28,295.700012,299.089996,295.209991,298.940002,282.010864,1672600
2019-10-29,298.209991,298.940002,295.809998,295.859985,279.105164,1295300
2019-10-30,296.920013,300.250000,295.970001,299.839996,282.859833,1264300
2019-10-31,298.359985,299.619995,294.549988,297.109985,280.893433,2277400
2019-11-01,297.989990,298.420013,295.500000,296.089996,279.929077,1364500
2019-11-04,297.160004,298.220001,295.170013,296.820007,280.619232,1651600
2019-11-05,297.089996,299.690002,295.809998,299.179993,282.850403,2204500
2019-11-06,299.970001,301.649994,297.929993,301.570007,285.109924,1675000
2019-11-07,303.929993,307.100006,302.480011,305.209991,288.551270,2399400
2019-11-08,302.739990,304.290009,301.279999,302.619995,286.102631,1501600
2019-11-11,301.549988,302.329987,299.700012,300.839996,284.419800,1160900
2019-11-12,300.829987,302.730011,298.660004,300.500000,284.098358,1540800
2019-11-13,300.179993,304.000000,299.519989,302.899994,286.367371,1517900
2019-11-14,304.390015,305.890015,302.269989,304.589996,287.965088,1336400
2019-11-15,305.309998,305.440002,301.600006,303.660004,287.085815,1706100
2019-11-18,303.109985,306.380005,302.750000,304.540009,287.917877,1241300
2019-11-19,304.500000,304.640015,301.450012,302.239990,285.743347,1761400
2019-11-20,302.440002,303.170013,298.010010,300.570007,284.164490,1979500
2019-11-21,300.690002,301.869995,299.519989,300.269989,283.880859,1302500
2019-11-22,301.940002,301.940002,297.230011,299.309998,282.973267,1277300
2019-11-25,300.290009,300.630005,297.549988,299.049988,282.727509,1613000
2019-11-26,299.260010,301.350006,298.820007,301.239990,284.797882,3359100
2019-11-27,301.820007,302.790009,300.570007,300.760010,284.344208,1906500
2019-11-29,300.820007,300.890015,299.660004,299.809998,283.446075,981600
2019-12-02,299.750000,300.200012,294.269989,297.390015,281.158142,2705500
2019-12-03,295.130005,296.190002,292.700012,295.670013,279.531982,1921400
2019-12-04,296.040009,297.160004,295.149994,296.519989,280.335571,1742000
2019-12-05,297.130005,297.130005,292.500000,293.100006,277.102234,1941100
2019-12-06,294.980011,295.989990,294.260010,294.950012,278.851349,1462000
2019-12-09,295.000000,297.190002,294.549988,295.160004,279.049805,1960000
2019-12-10,296.029999,296.690002,294.549988,295.779999,279.635956,1565900
2019-12-11,296.000000,296.350006,293.049988,295.299988,279.182159,1749800
2019-12-12,295.269989,297.760010,294.119995,297.339996,281.110809,2742700
2019-12-13,294.640015,295.000000,289.100006,291.869995,275.939331,5195600
2019-12-16,293.029999,294.459991,292.850006,293.500000,277.480499,2410000
2019-12-17,293.500000,296.299988,292.750000,295.549988,279.418457,2474100
2019-12-18,295.989990,296.359985,291.820007,291.869995,275.939331,3309800
2019-12-19,292.059998,293.809998,291.500000,293.709991,277.678925,2333600
2019-12-20,293.850006,295.019989,292.779999,294.829987,278.737732,4866500
2019-12-23,294.910004,295.309998,293.029999,293.309998,277.300781,1309800
2019-12-24,293.910004,294.450012,293.359985,294.230011,278.170593,543600
2019-12-26,294.489990,295.730011,293.899994,295.730011,279.588715,1101800
2019-12-27,296.220001,296.299988,293.179993,294.109985,278.057129,1439100
2019-12-30,294.200012,295.609985,293.660004,295.140015,279.030945,1238900
2019-12-31,295.000000,295.450012,292.179993,293.920013,277.877533,1550700
2020-01-02,294.059998,294.579987,291.000000,291.489990,275.580078,2103600
2020-01-03,290.049988,292.899994,289.329987,291.730011,275.807037,1926000
2020-01-06,290.549988,292.070007,288.619995,291.809998,275.882660,2655100
2020-01-07,291.320007,291.690002,289.279999,291.350006,275.447815,1963400
2020-01-08,290.989990,295.480011,290.500000,294.690002,278.605469,2492800
2020-01-09,298.549988,301.959991,297.709991,299.420013,283.077301,3261200
2020-01-10,300.000000,300.269989,296.660004,297.239990,281.016296,2024200
2020-01-13,296.920013,300.649994,296.799988,299.869995,283.502686,1778600
2020-01-14,299.250000,301.000000,298.579987,299.750000,283.389313,1459900
2020-01-15,298.350006,301.040009,298.040009,300.820007,284.400879,1604000
2020-01-16,301.390015,304.059998,300.980011,303.029999,286.490326,1758600
2020-01-17,303.399994,305.299988,303.029999,304.679993,288.050171,2506500
2020-01-21,306.200012,313.339996,305.760010,313.260010,296.161957,3585900
2020-01-22,313.399994,313.559998,310.209991,311.890015,294.866699,2218900
2020-01-23,312.019989,313.399994,310.730011,312.880005,295.802612,1535900
2020-01-24,314.019989,314.279999,309.100006,310.510010,293.562042,1986100
2020-01-27,306.149994,311.769989,305.649994,309.450012,292.559814,2265100
2020-01-28,310.510010,311.709991,309.100006,310.850006,293.883453,1571700
2020-01-29,310.859985,311.970001,309.390015,309.579987,292.682770,1713700
2020-01-30,308.839996,309.640015,306.670013,309.470001,292.578766,1232600
2020-01-31,308.549988,309.179993,304.559998,305.519989,288.844360,1837000
2020-02-03,307.000000,308.579987,301.670013,302.000000,285.516510,2816800
2020-02-04,304.570007,305.910004,302.760010,304.899994,288.258179,1982300
2020-02-05,307.000000,309.589996,305.399994,308.950012,292.087128,1731800
2020-02-06,309.350006,311.839996,307.850006,310.609985,294.275665,1917900
2020-02-07,310.000000,313.809998,309.119995,313.630005,297.136841,1903500
2020-02-10,313.760010,316.940002,312.600006,313.790009,297.288483,2336300
2020-02-11,314.029999,314.429993,310.470001,310.679993,294.341949,2047500
2020-02-12,310.769989,315.480011,310.769989,315.119995,298.548523,1384600
2020-02-13,314.850006,318.790009,313.540009,318.200012,301.466522,1438000
2020-02-14,318.869995,319.809998,316.950012,318.309998,301.570740,1113400
2020-02-18,319.000000,323.480011,318.609985,322.049988,305.114075,1547100
2020-02-19,322.079987,324.529999,321.730011,323.019989,306.033051,1413600
2020-02-20,322.320007,325.070007,321.010010,324.079987,307.037292,1427500
2020-02-21,322.559998,325.260010,321.029999,321.950012,305.019348,2239000
2020-02-24,315.500000,320.000000,313.260010,313.619995,297.127350,2300400
2020-02-25,315.000000,316.570007,304.399994,304.869995,288.837524,2881800
2020-02-26,307.549988,311.299988,304.679993,305.690002,289.614410,2236000
2020-02-27,301.980011,305.000000,293.000000,293.130005,277.714874,3625300
2020-02-28,285.250000,287.329987,271.279999,281.140015,266.355408,7091800
2020-03-02,294.440002,309.510010,291.380005,309.140015,292.883057,7563800
2020-03-03,309.140015,314.170013,301.029999,302.730011,286.810120,5131400
2020-03-04,308.290009,320.970001,305.019989,320.739990,303.872955,4219300
2020-03-05,315.769989,324.510010,313.200012,315.760010,299.154816,6407700
2020-03-06,312.140015,317.489990,302.750000,311.339996,294.967255,6185500
2020-03-09,295.850006,310.329987,293.000000,301.980011,286.099487,5203100
2020-03-10,307.970001,309.730011,294.420013,309.399994,293.129303,4245500
2020-03-11,300.859985,307.790009,294.190002,297.429993,281.788818,3622700
2020-03-12,280.440002,295.630005,276.339996,279.850006,265.133362,7307600
2020-03-13,288.829987,303.250000,278.269989,302.269989,286.374268,6100100
2020-03-16,281.829987,299.529999,279.510010,283.179993,268.288147,5465500
2020-03-17,289.000000,307.190002,286.299988,306.989990,290.846069,7170600
2020-03-18,298.000000,318.000000,296.000000,307.500000,291.329254,6701800
2020-03-19,310.410004,313.850006,302.630005,305.220001,289.169067,5429500
2020-03-20,307.920013,308.010010,287.019989,290.420013,275.147461,6581200
2020-03-23,292.010010,295.670013,278.420013,285.529999,270.514526,5646400
2020-03-24,294.589996,297.350006,282.829987,284.940002,269.955627,7124200
2020-03-25,284.209991,290.720001,279.209991,280.859985,266.090118,5639600
2020-03-26,281.339996,293.730011,280.859985,292.299988,276.928497,5463100
2020-03-27,287.130005,293.489990,283.329987,284.329987,269.377625,4250400
2020-03-30,287.489990,291.679993,285.839996,291.119995,275.810547,4396000
2020-03-31,287.420013,291.519989,284.000000,285.130005,270.135590,5618600
2020-04-01,282.359985,288.799988,280.899994,286.779999,271.698761,3745800
2020-04-02,284.380005,292.779999,282.820007,291.480011,276.151733,3500600
2020-04-03,289.160004,292.339996,285.799988,288.649994,273.470490,2650100
2020-04-06,293.000000,305.489990,289.570007,305.119995,289.074341,5272500
2020-04-07,306.500000,310.000000,303.220001,303.630005,287.662750,4036500
2020-04-08,305.109985,307.420013,302.279999,305.970001,289.879669,3964400
2020-04-09,299.450012,304.350006,297.579987,300.010010,284.233124,6487600
2020-04-13,298.579987,303.950012,297.660004,299.619995,283.863586,3120400
2020-04-14,302.750000,314.750000,301.250000,314.140015,297.620026,4288300
2020-04-15,311.640015,313.750000,306.820007,310.269989,293.953522,2937300
2020-04-16,314.730011,322.630005,312.040009,321.559998,304.649841,3940000
2020-04-17,321.309998,322.130005,314.019989,317.920013,301.201324,3688000
2020-04-20,317.950012,318.380005,311.529999,312.079987,295.668335,3156300
2020-04-21,311.140015,311.890015,299.350006,301.329987,285.483704,3833000
2020-04-22,304.000000,311.130005,302.040009,309.420013,293.148285,2970600
2020-04-23,307.029999,309.640015,304.790009,305.399994,289.339661,2625200
2020-04-24,307.329987,310.829987,305.510010,310.549988,294.218811,2019400
2020-04-27,313.049988,313.290009,307.589996,308.779999,292.541870,2287300
2020-04-28,310.829987,311.269989,304.279999,304.950012,288.913300,2425900
2020-04-29,304.950012,308.679993,301.119995,307.089996,290.940765,3667700
2020-04-30,306.149994,307.899994,302.570007,303.000000,287.721710,3794300
2020-05-01,301.779999,304.820007,300.179993,301.920013,286.696228,2525400
2020-05-04,303.000000,305.529999,300.070007,304.489990,289.136536,2477500
2020-05-05,305.059998,309.799988,303.440002,307.920013,292.393646,2460900
2020-05-06,309.920013,311.040009,306.540009,308.890015,293.314697,2406700
2020-05-07,309.339996,309.869995,304.529999,305.000000,289.620850,2601800
2020-05-08,305.899994,307.179993,303.700012,305.940002,290.513489,2337400
2020-05-11,305.640015,311.829987,305.000000,310.329987,294.682129,1865900
2020-05-12,310.839996,311.549988,304.790009,304.839996,289.468964,2264900
2020-05-13,304.839996,306.399994,300.119995,302.140015,286.905090,2954900
2020-05-14,301.010010,302.880005,294.540009,299.739990,284.626068,3718900
2020-05-15,299.070007,299.829987,295.859985,299.209991,284.122803,4577200
2020-05-18,301.720001,303.190002,299.920013,302.760010,287.493835,3987300
2020-05-19,304.619995,309.019989,303.149994,304.630005,289.269501,3523000
2020-05-20,306.769989,307.920013,303.200012,304.910004,289.535400,2827000
2020-05-21,304.790009,305.040009,301.250000,301.970001,286.743652,2492100
2020-05-22,302.010010,303.940002,300.829987,302.429993,287.180481,2366400
2020-05-26,306.010010,306.899994,303.529999,304.799988,289.430969,3234600
2020-05-27,304.559998,306.309998,299.470001,306.010010,290.579926,2980200
2020-05-28,307.250000,311.000000,306.899994,309.559998,293.950897,4301900
2020-05-29,304.200012,308.880005,302.350006,308.470001,292.915924,4971800
2020-06-01,307.899994,309.739990,306.459991,308.290009,292.744995,2293700
2020-06-02,307.950012,309.019989,304.720001,307.089996,291.605499,2528900
2020-06-03,307.500000,308.200012,305.920013,306.640015,291.178162,2165900
2020-06-04,310.850006,315.350006,309.089996,310.750000,295.080963,4553900
2020-06-05,313.130005,313.630005,307.290009,312.040009,296.305847,4375600
2020-06-08,310.660004,311.290009,306.459991,307.190002,291.700439,3764500
2020-06-09,307.500000,308.600006,305.170013,305.549988,290.143127,3155800
2020-06-10,306.480011,308.630005,305.649994,307.329987,291.833374,2713700
2020-06-11,306.989990,309.200012,300.640015,300.829987,285.661102,3443000
2020-06-12,302.670013,305.149994,296.250000,298.700012,283.638550,4020000
2020-06-15,297.049988,298.070007,293.839996,297.179993,282.195129,3266800
2020-06-16,301.350006,302.739990,299.220001,301.359985,286.164398,2633800
